"SYMBOL","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","DATE"
"CDSL",984,990.15,962,970.8,979.9,981.4,2021-06-09
"CDSL",975,984,963.05,974.65,974.9,970.8,2021-06-10
"CDSL",976.9,985.65,964.85,975.7,972.85,974.65,2021-06-11
"CDSL",979.5,995.7,955,985.95,995.7,975.7,2021-06-14
"CDSL",1001,1029.95,1000.1,1007.55,1007,985.95,2021-06-15
"CDSL",1007.55,1020,1002,1009.65,1008,1007.55,2021-06-16
"CDSL",1005,1007,987.3,990.5,993,1009.65,2021-06-17
"CDSL",997.45,999,950.05,984.9,992.1,990.5,2021-06-18
"CDSL",971,998.5,962.3,993.75,994.35,984.9,2021-06-21
"CDSL",1005,1005,916.15,967.45,970.5,993.75,2021-06-22
"CDSL",979.7,983.65,968,972.95,974.5,967.45,2021-06-23
"CDSL",978.9,978.95,959,964.5,965.05,972.95,2021-06-24
"CDSL",964.9,976,964,971.9,971.45,964.5,2021-06-25
"CDSL",980,997.5,971.5,992.3,995,971.9,2021-06-28
"CDSL",998,998,981.7,985.05,987,992.3,2021-06-29
"CDSL",990.95,990.95,974,978.55,976.6,985.05,2021-06-30
"CDSL",983.35,995,975,981.9,982.5,978.55,2021-07-01
"CDSL",987.7,1058.9,980.5,1034.75,1030,981.9,2021-07-02
"CDSL",1042,1064,1034.5,1039.55,1042.15,1034.75,2021-07-05
"CDSL",1042,1049,1012,1023.4,1027,1039.55,2021-07-06
"CDSL",1028.95,1028.95,1011,1022.55,1024.3,1023.4,2021-07-07
"CDSL",1020,1045,1010.1,1025.2,1023.6,1022.55,2021-07-08
"CDSL",1042,1064,1040.95,1052.55,1050,1025.2,2021-07-09
"CDSL",1061,1093,1053.45,1083.35,1086.4,1052.55,2021-07-12
"CDSL",1094,1279.8,1090.1,1254.45,1242.8,1083.35,2021-07-13
"CDSL",1244.7,1329.4,1217.1,1304.35,1309,1254.45,2021-07-14
"CDSL",1309,1424,1305,1399.5,1396.85,1304.35,2021-07-15
"CDSL",1410,1496.9,1410,1449.3,1457,1399.5,2021-07-16
"CDSL",1437.95,1579,1345.05,1537.45,1535,1449.3,2021-07-19
"CDSL",1530.5,1577.45,1480,1501.7,1506.65,1537.45,2021-07-20
"CDSL",1464.95,1464.95,1426.65,1426.65,1426.65,1501.7,2021-07-22
"CDSL",1355.35,1398.1,1355.35,1355.35,1355.35,1426.65,2021-07-23
"CDSL",1287.6,1423.1,1287.6,1399.8,1402.95,1355.35,2021-07-26
"CDSL",1390,1423.1,1330.3,1354.55,1359,1399.8,2021-07-27
